CustomerID,City,CountryRegionName,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,Age
11074,Cloverdale,Australia,High School,Skilled Manual,M,S,1,2,0,2,93934,0,62
11075,Bendigo,Australia,High School,Professional,F,S,1,2,0,2,99137,0,60
11076,Wollongong,Australia,High School,Professional,M,S,1,2,0,2,112044,0,61
11077,Melton,Australia,High School,Professional,F,S,0,2,0,2,108728,0,61
11078,Cliffside,Canada,High School,Professional,F,S,0,2,0,0,49084,1,44
11079,Geelong,Australia,Graduate Degree,Management,M,S,1,2,0,0,172444,0,59
11080,Perth,Australia,Graduate Degree,Management,M,M,1,2,0,0,181590,1,59
11081,Concord,United States,Bachelors ,Management,F,M,1,3,2,2,148109,0,52
11082,Fremont,United States,Graduate Degree,Management,F,S,0,3,1,1,149717,1,52
11083,Lincoln Acres,United States,Graduate Degree,Management,F,M,1,3,1,1,163913,1,52
11085,Newport Beach,United States,High School,Professional,F,S,0,2,0,2,66900,0,61
11086,Santa Monica,United States,Partial College,Professional,M,M,1,0,1,2,97834,0,60
11088,San Diego,United States,Bachelors ,Management,M,M,1,0,1,2,129910,0,60
11089,Long Beach,United States,Bachelors ,Management,F,S,1,1,1,2,91729,1,61
11090,Los Angeles,United States,Partial College,Professional,M,S,1,1,0,2,113883,0,60
11091,Haney,Canada,Partial College,Professional,M,M,1,1,0,2,112820,0,61
11093,Wollongong,Australia,Graduate Degree,Management,F,M,1,0,0,0,106839,0,51
11094,Cranbourne,Australia,Partial College,Skilled Manual,M,S,0,1,0,1,88887,1,56
11095,Port Macquarie,Australia,Partial College,Skilled Manual,M,S,1,1,0,1,108740,0,56
11096,North Sydney,Australia,Bachelors ,Professional,M,M,1,1,0,1,106971,1,56
11097,Warrnambool,Australia,Partial College,Skilled Manual,M,M,1,1,0,1,98519,0,57
11098,Rhodes,Australia,Partial College,Skilled Manual,F,S,0,1,0,1,82707,0,57
11099,Port Macquarie,Australia,Bachelors ,Professional,M,M,1,1,0,1,103866,1,57
11100,Cloverdale,Australia,Partial College,Skilled Manual,F,S,1,1,0,1,66520,0,58
11101,Cranbourne,Australia,Bachelors ,Professional,F,S,0,1,0,0,75270,1,53
11102,Sydney,Australia,Bachelors ,Professional,F,S,1,4,5,5,95167,1,53
11103,Darlinghurst,Australia,Bachelors ,Professional,F,S,1,1,0,0,85087,0,54
11104,Gold Coast,Australia,Bachelors ,Professional,M,M,0,1,0,0,102445,0,54
11105,Matraville,Australia,Bachelors ,Professional,F,S,0,1,0,0,88445,0,53
11106,Warrnambool,Australia,Bachelors ,Professional,M,S,0,1,0,0,97782,1,54
11107,St. Leonards,Australia,Bachelors ,Professional,F,M,1,1,0,1,117317,1,59
11109,South Melbourne,Australia,Bachelors ,Professional,M,S,0,2,0,0,106891,1,54
11110,Darlinghurst,Australia,Partial College,Skilled Manual,M,M,1,1,0,1,77012,1,56
11111,Geelong,Australia,Partial College,Skilled Manual,F,M,1,1,0,1,62702,1,56
11112,Hervey Bay,Australia,Partial College,Skilled Manual,F,M,1,1,0,1,73151,0,56
11113,Perth,Australia,Bachelors ,Professional,M,M,1,2,4,5,104220,1,56
11115,St. Leonards,Australia,Partial College,Skilled Manual,M,M,1,2,4,5,93330,1,56
11116,Sydney,Australia,Partial College,Skilled Manual,M,M,1,2,4,5,86770,1,56
11117,Matraville,Australia,Partial College,Skilled Manual,F,M,1,3,4,5,73276,1,57
11119,Port Macquarie,Australia,Partial College,Clerical,M,S,0,2,0,2,51078,0,83
11120,Sydney,Australia,Bachelors ,Management,F,S,1,1,0,2,52280,0,82
11122,North Sydney,Australia,Partial College,Skilled Manual,M,M,1,3,4,5,88615,0,58
11123,Sunbury,Australia,Partial College,Skilled Manual,M,M,1,3,4,5,102114,1,58
11124,Warrnambool,Australia,Partial College,Skilled Manual,M,S,1,1,0,1,106875,1,61
11125,Seaford,Australia,Partial College,Skilled Manual,F,S,1,1,0,1,65730,0,62
11126,North Ryde,Australia,High School,Skilled Manual,M,M,0,2,1,2,32857,0,69
11127,San Gabriel,United States,High School,Skilled Manual,F,M,1,1,0,0,46078,0,43
11129,Sedro Woolley,United States,High School,Skilled Manual,F,S,1,1,0,0,32122,0,43
11130,Lebanon,United States,High School,Skilled Manual,F,M,1,2,0,0,34879,0,38
11131,Haney,Canada,High School,Skilled Manual,F,M,0,2,0,0,39266,0,38
11132,Langford,Canada,High School,Skilled Manual,F,S,0,2,0,0,44139,0,38
11133,Lake Oswego,United States,Partial High School,Clerical,F,S,0,2,0,0,37010,0,38
11134,Perth,Australia,High School,Skilled Manual,M,S,1,2,0,5,26209,1,72
11135,Burlingame,United States,Partial High School,Clerical,M,S,0,2,0,0,64613,0,38
11136,Metchosin,Canada,High School,Skilled Manual,F,S,0,2,0,0,38527,0,40
11137,Spokane,United States,High School,Skilled Manual,F,M,1,2,0,0,42811,0,40
11138,Glendale,United States,High School,Skilled Manual,F,M,0,2,0,0,48772,0,40
11139,Cloverdale,Australia,Partial College,Clerical,F,S,0,2,0,2,27610,0,79
11140,Burbank,United States,Partial High School,Clerical,M,S,0,2,0,0,64633,0,41
11141,Daly City,United States,High School,Skilled Manual,F,M,0,2,0,0,32916,0,41
11142,Langford,Canada,High School,Skilled Manual,M,S,0,2,0,0,63488,1,41
11144,Ballard,United States,High School,Skilled Manual,M,S,0,2,0,0,54938,0,39
11145,Beaverton,United States,High School,Skilled Manual,F,S,0,2,0,0,29691,0,38
11146,Matraville,Australia,Bachelors ,Management,F,S,1,2,0,2,66934,0,79
11147,Warrnambool,Australia,Graduate Degree,Management,M,M,1,1,0,2,124211,0,79
11148,East Brisbane,Australia,Bachelors ,Management,M,M,1,2,0,2,63251,0,77
11149,Hervey Bay,Australia,Bachelors ,Management,M,M,1,2,0,2,82448,0,77
11150,Sunbury,Australia,Bachelors ,Management,M,S,1,2,0,2,77855,0,77
11151,Sydney,Australia,Graduate Degree,Management,F,S,0,1,0,2,94385,0,76
11152,Puyallup,United States,High School,Skilled Manual,M,S,1,2,0,0,62553,1,42
11153,Renton,United States,High School,Skilled Manual,F,M,1,2,0,0,37229,0,42
11154,Woodburn,United States,Partial College,Skilled Manual,F,S,1,1,0,0,33375,0,42
11155,Burbank,United States,Partial College,Skilled Manual,M,S,0,1,0,0,60713,1,42
11157,Tacoma,United States,High School,Skilled Manual,F,M,1,2,0,0,45639,0,43
11158,San Gabriel,United States,High School,Skilled Manual,M,S,1,2,0,0,57274,0,43
11159,Woodland Hills,United States,High School,Skilled Manual,F,S,0,2,0,0,32033,0,43
11160,Concord,United States,Partial College,Skilled Manual,M,S,0,1,0,0,54434,0,44
11161,Concord,United States,Partial College,Skilled Manual,F,S,0,1,0,0,46024,1,44
11163,Spring Valley,United States,Partial College,Skilled Manual,M,M,1,1,0,0,56829,0,43
11164,Torrance,United States,Partial College,Skilled Manual,M,S,0,1,0,0,48946,1,44
11165,Oakland,United States,Partial College,Skilled Manual,F,M,0,1,0,0,89154,0,45
11166,Olympia,United States,Partial College,Skilled Manual,F,S,0,2,0,0,70041,1,46
11169,Coronado,United States,Bachelors ,Management,M,M,1,1,4,4,116323,1,50
11170,Burien,United States,Bachelors ,Management,F,M,1,1,4,4,104668,1,50
11171,Woodland Hills,United States,Bachelors ,Management,M,S,1,2,0,1,128776,1,51
11173,W. Linn,United States,Graduate Degree,Management,F,S,0,4,0,0,151318,0,51
11174,Los Angeles,United States,Graduate Degree,Management,M,M,1,0,1,1,183231,1,51
11175,Beverly Hills,United States,Partial College,Skilled Manual,M,S,1,2,0,0,98032,1,55
11176,Haney,Canada,Bachelors ,Management,M,M,1,1,4,4,140875,1,50
11177,San Diego,United States,Graduate Degree,Management,M,M,1,2,4,4,185657,1,76
11179,Beverly Hills,United States,Graduate Degree,Management,F,M,1,3,4,4,141844,0,75
11180,Chula Vista,United States,Bachelors ,Management,F,M,1,4,3,3,145176,1,75
11181,Los Angeles,United States,Graduate Degree,Management,M,M,1,2,3,3,184504,0,75
11182,Sedro Woolley,United States,Bachelors ,Management,F,S,1,2,0,4,80891,0,74
11183,Santa Cruz,United States,Bachelors ,Management,F,S,1,2,0,4,90366,1,74
11184,Concord,United States,Bachelors ,Management,F,S,1,2,0,4,91037,0,73
11185,Metchosin,Canada,Bachelors ,Management,F,S,1,2,0,4,83404,0,74
11186,Palo Alto,United States,Bachelors ,Management,F,S,1,2,0,4,79819,0,74
11187,Burien,United States,Graduate Degree,Management,F,M,1,2,0,4,85829,0,74
11188,San Gabriel,United States,Graduate Degree,Management,F,M,0,2,0,4,104279,0,74
11189,Bellingham,United States,Graduate Degree,Management,M,S,1,2,0,4,121950,0,74
11190,Beverly Hills,United States,Bachelors ,Management,M,M,1,2,0,5,95877,0,74
11191,Colma,United States,Bachelors ,Management,F,S,1,3,0,5,80055,0,72
11192,Seattle,United States,Bachelors ,Management,M,M,1,2,0,4,112289,0,73
11193,Woodburn,United States,Bachelors ,Management,M,M,1,2,0,4,111071,0,73
11194,Palo Alto,United States,Bachelors ,Management,F,M,1,2,0,4,89692,0,73
11195,Renton,United States,Bachelors ,Management,F,M,1,3,0,5,86347,0,72
11196,Beaverton,United States,Bachelors ,Management,M,M,1,3,0,5,96935,0,72
11197,Seattle,United States,Bachelors ,Management,F,M,0,1,1,3,86749,1,72
11198,Santa Cruz,United States,Bachelors ,Management,F,S,1,1,1,4,84010,0,71
11199,Burlingame,United States,Bachelors ,Management,F,M,1,1,1,4,81296,0,71
11200,Victoria,Canada,Bachelors ,Management,M,M,1,1,1,4,101131,1,70
11201,Santa Monica,United States,Bachelors ,Management,F,M,1,1,1,4,83256,0,71
11202,Lakewood,United States,Bachelors ,Management,F,M,0,2,0,5,96418,0,71
11203,Port Hammond,Canada,High School,Professional,M,M,1,2,1,2,55404,0,70
11204,Beaverton,United States,High School,Professional,F,M,1,2,1,2,50201,0,70
11205,Burien,United States,High School,Professional,F,M,1,2,1,2,52116,0,70
11206,Lynnwood,United States,Partial College,Professional,M,M,1,1,1,2,96883,0,70
11208,Glendale,United States,Bachelors ,Management,F,M,1,0,1,2,81421,1,70
11209,Lincoln Acres,United States,Bachelors ,Management,F,M,1,0,1,2,73189,1,70
11211,Haney,Canada,High School,Professional,F,M,1,2,1,2,50320,1,69
11212,Metchosin,Canada,High School,Professional,F,M,1,2,1,2,48200,0,68
11213,Edmonds,United States,Partial College,Professional,F,S,1,2,1,2,69431,0,69
11214,Milwaukie,United States,Partial College,Professional,M,S,1,2,1,2,91233,0,68
11216,Portland,United States,Partial College,Professional,F,S,1,2,1,2,79388,0,68
11217,Portland,United States,Partial College,Professional,F,S,1,2,1,2,81490,1,68
11219,Woodburn,United States,High School,Professional,M,M,1,2,1,2,88557,0,67
11220,Colma,United States,Partial College,Professional,F,M,1,1,1,2,98934,0,68
11221,Lakewood,United States,Partial College,Professional,M,M,1,1,2,4,107014,0,68
11222,Santa Monica,United States,Bachelors ,Management,F,M,1,1,1,3,97838,0,68
11223,Langley,Canada,High School,Professional,F,S,1,2,1,2,93756,1,67
11224,Burien,United States,High School,Professional,F,S,1,2,1,2,58807,0,67
11225,Renton,United States,Partial College,Professional,F,M,1,1,1,2,75300,0,67
11226,W. Linn,United States,Partial College,Professional,F,M,1,1,1,2,69781,0,67
11227,Colma,United States,Partial College,Professional,M,S,1,2,1,2,107126,1,67
11228,El Cajon,United States,Partial College,Professional,F,M,1,2,1,2,83120,1,67
11229,Redwood City,United States,Partial College,Professional,M,S,1,1,2,4,79403,0,66
11230,Santa Monica,United States,Partial College,Professional,F,M,0,2,2,4,82373,0,67
11231,Bremerton,United States,High School,Professional,M,M,1,2,1,2,82678,0,65
11232,Everett,United States,High School,Professional,F,M,0,2,1,3,89815,1,66
11233,Berkeley,United States,Partial College,Professional,M,M,1,2,2,4,95975,0,66
11234,Long Beach,United States,Partial College,Professional,F,S,1,2,2,4,81567,1,65
11235,Ballard,United States,Partial College,Professional,M,M,1,2,2,4,97258,0,66
11236,Bellingham,United States,Partial College,Professional,M,S,1,2,2,5,104005,1,66
11237,Solingen,Germany,Bachelors ,Management,M,S,0,4,3,3,164291,1,60
11238,Birmingham,United Kingdom,Bachelors ,Management,F,S,0,4,3,3,138418,1,60
11239,London,United Kingdom,Partial College,Professional,F,M,0,2,4,4,123475,0,60
11240,Watford,United Kingdom,Partial College,Professional,F,M,1,4,3,3,136555,1,59
11241,Les Ulis,France,Partial College,Professional,F,S,1,4,3,3,114730,1,61
11242,Versailles,France,Partial College,Professional,M,M,1,3,4,4,160265,1,60
11243,Esher-Molesey,United Kingdom,Partial College,Professional,F,M,1,3,3,3,131035,0,61
11244,Runcorn,United Kingdom,Bachelors ,Management,F,S,0,3,3,3,139552,1,60
11245,Hamburg,Germany,High School,Professional,M,M,0,4,4,4,154573,1,62
11246,Hamburg,Germany,High School,Professional,F,M,0,4,4,4,136970,0,62
11248,Saint-Denis,France,Partial College,Professional,M,M,1,4,4,4,165394,1,63
11249,Sulzbach Taunus,Germany,Partial College,Professional,F,M,1,3,4,4,128534,1,63
11250,Woolston,United Kingdom,High School,Professional,F,M,1,2,4,4,140179,0,63
11251,Haney,Canada,High School,Professional,M,S,0,2,0,4,50003,0,86
11252,Lemon Grove,United States,Graduate Degree,Management,M,S,1,1,0,3,139004,0,86
11253,Victoria,Canada,Graduate Degree,Management,M,M,1,2,0,2,127974,0,85
11254,Burien,United States,Graduate Degree,Management,M,M,1,2,0,4,101550,0,85
11256,Lynnwood,United States,Graduate Degree,Management,F,M,1,2,0,4,88902,0,85
11257,Newport Beach,United States,Graduate Degree,Management,F,S,1,4,2,2,146565,0,85
11259,Salem,United States,Partial College,Professional,F,M,1,4,1,4,96421,0,53
11260,Burlingame,United States,Bachelors ,Management,F,M,1,3,2,2,127739,1,53
11261,San Diego,United States,Graduate Degree,Management,F,M,1,1,2,2,154474,0,53
11262,Port Hammond,Canada,Bachelors ,Management,F,M,1,0,3,4,97283,0,54
11263,Burien,United States,Partial College,Professional,F,M,1,3,5,5,104042,0,54
11264,Issaquah,United States,Partial College,Professional,M,S,0,3,5,5,122978,1,54
11265,Kirkland,United States,Partial College,Professional,F,M,1,3,5,5,91607,1,54
11266,Port Orchard,United States,Partial College,Professional,F,S,0,1,0,0,98748,0,54
11267,Burlingame,United States,Partial College,Professional,M,S,1,4,2,4,169568,1,54
11268,Coronado,United States,Graduate Degree,Management,F,M,1,2,2,2,145275,0,54
11269,Daly City,United States,Graduate Degree,Management,M,M,1,2,2,2,173834,1,54
11270,Lakewood,United States,Graduate Degree,Management,M,M,1,3,2,2,180861,1,54
11271,San Francisco,United States,Bachelors ,Management,F,S,0,4,0,2,141306,1,54
11272,Beverly Hills,United States,Partial College,Professional,F,S,1,0,3,4,72083,1,61
11273,La Jolla,United States,Partial College,Professional,M,M,1,0,1,2,116585,0,62
11274,Bellingham,United States,Graduate Degree,Management,M,M,1,2,0,2,75549,0,84
11275,Colma,United States,Graduate Degree,Management,F,M,1,2,0,4,112925,0,84
11276,Cliffside,Canada,Partial College,Professional,F,M,1,2,3,4,102901,1,55
11277,Royal Oak,Canada,Partial College,Professional,M,M,1,2,3,4,125463,1,55
11279,Everett,United States,Partial College,Professional,F,M,1,1,0,0,86138,0,55
11280,Lynnwood,United States,Partial College,Professional,M,M,1,1,0,0,125485,1,55
11281,Burbank,United States,Bachelors ,Management,F,S,1,4,2,4,127801,1,55
11282,Burien,United States,Partial College,Professional,M,M,1,4,4,5,105527,1,56
11283,Berkeley,United States,Bachelors ,Management,M,M,1,2,3,3,155993,1,56
11286,Torrance,United States,Graduate Degree,Management,M,M,1,4,0,0,169863,0,56
11287,Cliffside,Canada,Partial College,Professional,M,M,0,3,4,5,97392,1,57
11289,Downey,United States,Bachelors ,Management,F,M,1,1,3,3,123794,1,57
11290,Lakewood,United States,Bachelors ,Management,F,M,1,3,3,3,145642,1,57
11291,Lemon Grove,United States,Bachelors ,Management,F,M,1,3,3,3,130738,0,57
11292,San Gabriel,United States,Partial College,Professional,M,S,0,3,2,2,150167,1,56
11293,Port Orchard,United States,High School,Professional,M,S,0,2,0,2,96447,1,63
11294,Issaquah,United States,High School,Professional,M,M,0,2,0,2,92889,0,63
11295,Concord,United States,Partial High School,Skilled Manual,F,S,1,2,0,2,89097,1,64
11296,Everett,United States,Graduate Degree,Management,F,S,1,2,0,2,82760,0,83
11297,Burbank,United States,Graduate Degree,Management,M,S,1,2,0,4,109129,0,83
11298,Chula Vista,United States,Graduate Degree,Management,M,M,1,2,0,4,112116,0,83
11299,Burbank,United States,Graduate Degree,Management,M,M,1,2,0,4,117520,0,82
11300,N. Vancouver,Canada,Partial College,Professional,M,M,0,3,4,5,122139,1,58
11301,Ballard,United States,Partial College,Professional,M,M,1,4,4,5,127971,1,58
11302,Corvallis,United States,High School,Professional,M,S,0,3,3,4,121401,1,57
11303,Edmonds,United States,High School,Professional,F,S,0,3,3,4,106090,1,58
11304,Portland,United States,Partial College,Professional,F,M,1,0,3,3,95526,0,58
11305,Chula Vista,United States,Partial College,Professional,M,M,0,4,3,3,156297,0,58
11306,Coronado,United States,Partial College,Professional,M,M,0,4,3,3,171700,1,58
11307,Daly City,United States,Partial High School,Skilled Manual,M,M,1,2,0,2,114324,0,63
11308,Oregon City,United States,High School,Professional,M,M,0,2,0,2,82817,0,64
11309,Beaverton,United States,High School,Professional,F,S,1,2,0,2,72518,0,64
11310,San Francisco,United States,Graduate Degree,Management,F,S,1,2,0,3,103232,1,65
11311,Lynnwood,United States,Graduate Degree,Management,F,S,0,2,0,3,88666,0,65
11312,Lynnwood,United States,Graduate Degree,Management,F,S,1,2,0,3,91177,0,65
11313,Port Orchard,United States,Graduate Degree,Management,M,S,1,2,0,3,101674,0,65
11314,Issaquah,United States,Graduate Degree,Management,F,S,0,2,0,3,92491,1,64
11315,Port Orchard,United States,Graduate Degree,Management,F,S,0,2,0,3,100009,1,65
11316,Langford,Canada,Graduate Degree,Management,M,M,1,2,0,3,122242,0,64
11317,Salem,United States,Partial College,Professional,F,S,0,2,0,3,45387,0,66
11318,Edmonds,United States,Partial College,Professional,F,S,0,2,0,3,63473,0,66
11319,Oakland,United States,Graduate Degree,Management,F,M,0,2,0,4,99881,0,81
11320,Glendale,United States,Graduate Degree,Management,F,M,1,2,0,4,140771,0,81
11321,Burien,United States,Bachelors ,Management,M,M,1,2,0,5,126955,0,80
11322,Bremerton,United States,Bachelors ,Management,F,M,1,2,0,5,110304,0,80
11324,Glendale,United States,Bachelors ,Management,M,M,1,2,0,5,131143,0,79
11325,Seattle,United States,Bachelors ,Management,M,S,1,2,0,5,128035,0,79
11326,Beverly Hills,United States,Bachelors ,Management,M,M,1,4,3,3,167552,1,79
11329,Concord,United States,Bachelors ,Management,M,S,1,2,0,5,146838,0,78
11330,Oak Bay,Canada,Graduate Degree,Management,M,M,1,1,4,4,184290,0,78
11333,Newcastle upon Tyne,United Kingdom,Graduate Degree,Clerical,F,M,1,0,0,1,36399,0,56
11334,Stoke-on-Trent,United Kingdom,Bachelors ,Manual,F,M,1,0,0,1,26675,0,57
11335,Hof,Germany,Bachelors ,Manual,F,M,1,0,0,1,27831,0,57
11336,Paris,France,Graduate Degree,Clerical,M,M,1,0,0,1,58842,1,56
11337,Watford,United Kingdom,Bachelors ,Manual,M,M,1,0,0,1,28641,0,57
11338,Bonn,Germany,Graduate Degree,Clerical,M,M,1,0,0,1,58637,1,57
11339,Paris,France,Graduate Degree,Clerical,M,S,1,0,0,1,45259,0,57
11340,Paris,France,Graduate Degree,Clerical,F,M,1,0,0,1,28969,0,82
11341,Cheltenham,United Kingdom,Graduate Degree,Clerical,M,M,1,0,0,1,46868,0,82
11342,Boulogne-sur-Mer,France,Graduate Degree,Clerical,M,M,1,0,0,5,72684,1,56
11343,Oxon,United Kingdom,Bachelors ,Manual,M,M,1,0,0,1,23353,0,60
11344,Oxford,United Kingdom,Partial College,Manual,F,M,1,0,0,1,30760,0,61
11345,Tremblay-en-France,France,Partial College,Manual,F,S,1,0,0,1,16168,0,61
11346,Paris,France,Partial College,Manual,F,S,1,1,0,2,27856,0,63
11347,Braunschweig,Germany,Partial College,Manual,M,M,1,1,0,2,23130,0,62
11348,Paderborn,Germany,Partial College,Manual,M,M,1,1,0,2,34162,0,63
11349,München,Germany,Partial College,Manual,F,M,1,1,0,2,21535,0,64
11350,Peterborough,United Kingdom,Graduate Degree,Clerical,F,M,1,0,0,1,62977,0,81
11351,London,United Kingdom,Bachelors ,Clerical,F,S,1,0,0,1,25937,0,79
11352,Pantin,France,Partial College,Manual,M,M,1,1,0,2,14242,0,78
11353,Warrington,United Kingdom,Bachelors ,Clerical,F,S,1,0,0,1,52894,0,77
11354,Grevenbroich,Germany,Partial College,Manual,F,M,1,0,0,1,13044,0,76
11355,Wokingham,United Kingdom,Graduate Degree,Clerical,M,M,1,0,0,1,72297,0,75
11357,Caloundra,Australia,Partial College,Manual,M,S,0,1,0,0,14342,0,39
11358,Coffs Harbour,Australia,Partial College,Manual,F,S,0,1,0,0,31655,0,39
11359,Malabar,Australia,Partial College,Manual,M,S,0,1,0,0,18161,0,40
11360,Rockhampton,Australia,Partial College,Manual,M,S,1,1,0,0,22747,0,40
11361,Newcastle,Australia,High School,Manual,F,M,1,2,0,0,11376,0,41
11362,Cranbourne,Australia,High School,Manual,M,M,0,2,0,0,20222,0,40
11363,Melbourne,Australia,High School,Manual,M,S,0,2,0,0,25274,0,41
11364,Geelong,Australia,High School,Manual,F,S,0,0,1,1,13853,1,39
11365,Findon,Australia,High School,Manual,F,S,0,0,1,1,19497,1,39
11366,Seaford,Australia,Bachelors ,Clerical,F,M,1,0,0,0,22319,0,39
11367,North Sydney,Australia,Bachelors ,Clerical,M,M,1,0,0,0,41970,0,39
11368,Rockhampton,Australia,High School,Manual,M,S,0,0,1,1,27256,0,39
11369,Findon,Australia,Bachelors ,Clerical,F,M,0,0,0,0,29302,0,40
11370,South Melbourne,Australia,Bachelors ,Clerical,F,M,1,0,0,0,25568,0,40
11371,Rockhampton,Australia,Bachelors ,Clerical,F,M,1,0,0,0,26344,0,40
11372,Brisbane,Australia,Bachelors ,Clerical,F,S,1,0,0,0,35279,0,40
